athlete,sport,substance_reason,sanction_terms,sanction_date,support_personnel,multiple_sports,paralympic,sanction_type,multiple_sr
"merritt, lashawn",track & field,androgenic anabolic steroid,21-month suspension - loss of results,2010-10-18,FALSE,FALSE,FALSE,analytical,FALSE
"o'bee, kirk",cycling,erythropoietin (epo),lifetime - loss of results; second violation,2010-10-06,FALSE,FALSE,FALSE,analytical,FALSE
"mahoney, sean",swimming,methylhexaneamine,6-month suspension - loss of results,2010-10-01,FALSE,FALSE,FALSE,analytical,FALSE
"chodroff, jonathan",cycling,non-analytical: use and possession (epo),2-year suspension - loss of results,2010-09-17,FALSE,FALSE,FALSE,non-analytical,TRUE
"goff, tyler",speedskating,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2010-09-13,FALSE,FALSE,FALSE,non-analytical,FALSE
"dickey, duane",cycling,"non-analytical: refusal to submit to sample collection, possession and use (epo)",lifetime suspension - loss of results,2010-09-10,FALSE,FALSE,FALSE,non-analytical,TRUE
"lukezic, chris",track & field,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2010-09-02,FALSE,FALSE,FALSE,non-analytical,FALSE
"jelks, mark",track & field,non-analytical: 3 whereabouts failures,2-year suspension - loss of results,2010-08-30,FALSE,FALSE,FALSE,non-analytical,FALSE
"barnette, brandon",roller sports,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2010-08-25,FALSE,FALSE,FALSE,non-analytical,FALSE
"wilmoth, joel",paralympic rugby,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2010-08-09,FALSE,FALSE,TRUE,non-analytical,FALSE
"devine, matthew",weightlifting,androgenic anabolic steroid,2-year suspension - loss of results,2010-07-16,FALSE,FALSE,FALSE,analytical,FALSE
"stewart, raymond",track & field - athlete support personnel,non-analytical: trafficking and administering,lifetime suspension,2010-06-28,TRUE,FALSE,FALSE,non-analytical,TRUE
"cochran, jerren",boxing,furosemide,2-year suspension - loss of results,2010-06-11,FALSE,FALSE,FALSE,analytical,FALSE
"gomez, jesus",boxing,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2010-06-10,FALSE,FALSE,FALSE,non-analytical,FALSE
"cosby-toruga, jessica",track & field,hydrochlorothiazide & chlorothiazide,4 month suspension - loss of results,2010-05-10,FALSE,FALSE,FALSE,analytical,TRUE
"jones, randy",bobsled and skeleton,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2010-04-26,FALSE,TRUE,FALSE,non-analytical,FALSE
"jones, harrison",diving,cannabinoids,3-month suspension with 3-month deferral - loss of results,2010-04-13,FALSE,FALSE,FALSE,analytical,FALSE
"zirbel, tom",cycling,androgenic anabolic steroid,2-year sanction with 30% reduction - loss of results,2010-04-02,FALSE,FALSE,FALSE,analytical,FALSE
"clinger, david",cycling,androgenic anabolic steroid and modafinil,2-year suspension - loss of results,2010-03-19,FALSE,FALSE,FALSE,analytical,TRUE
"barnwell, val",track & field,testosterone prohormones,2-year suspension - loss of results,2010-03-03,FALSE,FALSE,FALSE,analytical,FALSE
"ross, duane",track & field,non-analytical positive,2-year suspension - loss of results,2010-02-05,FALSE,FALSE,FALSE,non-analytical,FALSE
"cox, crystal",track & field,non-analytical: use,4-year suspension - loss of results; second violation,2010-01-29,FALSE,FALSE,FALSE,non-analytical,FALSE
"ellenwood, garfield",track & field,non-analytical,2-year suspension - loss of results,2010-01-28,FALSE,FALSE,FALSE,non-analytical,FALSE
"o'neil, joshua",judo,methylphenidate metabolite ritalinic acid,2-year suspension - loss of results,2009-12-17,FALSE,FALSE,FALSE,analytical,FALSE
"williams, kenneth",cycling,androgenic anabolic steroid,2-year suspension - loss of results  suspension extended 103 days,2009-12-03,FALSE,FALSE,FALSE,analytical,FALSE
"comardo, mitch",cycling,"tamoxifen and its metabolite, anastrozole, letrozole, human chorionic gonadotrophin (hcg), and clomiphene",2-year suspension - loss of results,2009-10-06,FALSE,FALSE,FALSE,analytical,TRUE
"manning, joy",team handball,cannabinoids,2-year suspension - loss of results,2009-09-07,FALSE,FALSE,FALSE,analytical,FALSE
"hamilton, tyler",cycling,androgenic anabolic steroid,8-year suspension - loss of results; second violation,2009-06-16,FALSE,FALSE,FALSE,analytical,FALSE
"lee, stephany",wrestling,cannabinoids,3-month suspension with 3-month deferral - loss of results,2009-05-13,FALSE,FALSE,FALSE,analytical,FALSE
"freeman, thomas",track & field,cannabinoids,3-month suspension with 3-month deferral - loss of results,2009-04-16,FALSE,FALSE,FALSE,analytical,FALSE
"burns, samuel",rowing,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2009-04-10,FALSE,FALSE,FALSE,non-analytical,FALSE
"vaden, jordan",track & field,stanozolol metabolites,2-year suspension - loss of results,2009-02-06,FALSE,FALSE,FALSE,analytical,FALSE
"sagmeister, leann",paralympic track & field,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2009-01-29,FALSE,FALSE,TRUE,non-analytical,FALSE
"pope, mitchell",track & field,boldenone metabolite,2-year suspension - loss of results,2009-01-23,FALSE,FALSE,FALSE,analytical,FALSE
"leogrande, kayle",cycling,non-analytical: use (epo),2-year suspension - loss of results,2008-12-01,FALSE,FALSE,FALSE,non-analytical,FALSE
"graham, trevor",track & field - athlete support personnel,non-analytical,lifetime suspension,2008-07-15,TRUE,FALSE,FALSE,non-analytical,FALSE
"alfred, stephen",cycling,non-analytical: refusal to submit to sample collection,lifetime suspension; third violation,2008-02-05,FALSE,FALSE,FALSE,non-analytical,FALSE
"bell, kenwood (kenta)",track & field,methylprednisolone,3-month suspension with 3-month deferral - loss of results,2007-07-30,FALSE,FALSE,FALSE,analytical,FALSE
"papp, joseph",cycling,non-analytical positive,2-year suspension - loss of results,2007-05-25,FALSE,FALSE,FALSE,non-analytical,FALSE
"korchemny, remi",track & field - athlete support personnel,non-analytical,lifetime suspension,2007-03-12,TRUE,FALSE,FALSE,non-analytical,FALSE
"alfred, stephen",cycling,androgenic anabolic steroid & human chorionic gonadotrophin (hcg),8-year suspension - loss of results,2007-02-02,FALSE,FALSE,FALSE,analytical,TRUE
"hamilton, tyler","cycling, triathlon",blood transfusion,2-year suspension - loss of results,2006-02-11,FALSE,TRUE,FALSE,analytical,FALSE
"zajicek, philip",cycling,cathine (norpseudoephedrine),public warning - loss of results,2004-10-13,FALSE,FALSE,FALSE,analytical,FALSE
"cox, crystal",track & field,ephedrine,public warning - loss of results,2002-10-17,FALSE,FALSE,FALSE,analytical,FALSE
"dickey, duane",cycling,"phentermine, boldenone and nandrolone",1-year suspension - loss of results,2002-08-30,FALSE,FALSE,FALSE,analytical,TRUE
"o'bee, kirk",cycling,elevated t/e,1-year suspension - loss of results,2002-07-18,FALSE,FALSE,FALSE,analytical,FALSE
"dees, tony",track & field,19-norandrosterone (19-na)and 19-noretiocholanolone,lifetime suspension - loss of results; second violation,2001-09-17,FALSE,FALSE,FALSE,analytical,FALSE
"prempeh, ernest",weightlifting,"dhcmt, androgenic anabolic steroids; non-analytical: violation of period of ineligibility",4-year suspension; loss of results; sanction tolled due to retirement; additional 4-year suspension,2022-02-04,FALSE,FALSE,FALSE,non-analytical,TRUE
"ngetich, eliud",track & field,nandrolone,1-year suspension; loss of results,2022-01-25,FALSE,FALSE,FALSE,analytical,FALSE
"gehm, zach",track & field,"1,4‐dimethylpentylamine (1,4‐dmpa)",2-year suspension; loss of results; additional 3 months of suspension,2021-05-17,FALSE,FALSE,FALSE,analytical,FALSE
"hudson, ryan",weightlifting,dehydrochloromethyltestosterone (dhcmt),8-year suspension; loss of results,2020-11-04,FALSE,FALSE,FALSE,analytical,FALSE
"paparella, flavia",cycling,vilanterol,6-month suspension; loss of results - sanction reduced,2021-01-05,FALSE,FALSE,FALSE,analytical,FALSE
"murdock, vince",mixed martial arts,gw1516,20-month suspension - sanction reduced,2020-08-26,FALSE,FALSE,FALSE,analytical,FALSE
"rante, danielle",weightlifting,19-norandrosterone (19-na),4-year suspension; loss of results - sanction reduced,2022-11-03,FALSE,FALSE,FALSE,analytical,FALSE
"werdum, fabricio",mixed martial arts,trenbolone,2-year suspension - sanction reduced,2020-01-16,FALSE,FALSE,FALSE,analytical,FALSE
"jones, stirley",paralympic track & field,stanozolol,4-year suspension; loss of results,2019-12-16,FALSE,FALSE,TRUE,analytical,FALSE
"hay, amy",weightlifting,ostarine,2-year suspension; loss of results; sanction reduced; unretired - eligible to compete starting 07/25/2020,2019-12-16,FALSE,FALSE,FALSE,analytical,FALSE
"orbon, joane",karate,lgd-4033,9-month suspension; loss of results,2019-09-10,FALSE,FALSE,FALSE,analytical,FALSE
"ribas, amanda",mixed martial arts,ostarine,2-year suspension - sanction reduced,2019-05-03,FALSE,FALSE,FALSE,analytical,FALSE
"saccente, nicholas",weightlifting,androgenic anabolic steroid; boldenone,4-year suspension - loss of results; additional 4 months of suspension - loss of results; sanction tolled due to retirement,2018-12-11,FALSE,FALSE,FALSE,analytical,TRUE
"miyao, paulo",brazilian jiu-jitsu,clomiphene,2-year suspension - loss of results; additional 3 months of suspension - loss of results,2018-11-27,FALSE,FALSE,FALSE,analytical,FALSE
"garcia del moral, luis",cycling - athlete support personnel,non-analytical,5-year suspension,2018-10-26,TRUE,FALSE,FALSE,non-analytical,FALSE
"bruyneel, johan",cycling - athlete support personnel,non-analytical: administration and trafficking,lifetime suspension,2018-10-24,TRUE,FALSE,FALSE,non-analytical,TRUE
"celaya lazama, pedro",cycling - athlete support personnel,non-analytical,lifetime suspension,2018-10-24,TRUE,FALSE,FALSE,non-analytical,FALSE
"marti, jose",cycling - athlete support personnel,non-analytical,15-year suspension,2018-10-24,TRUE,FALSE,FALSE,non-analytical,FALSE
"moffett, shaun",cycling,testosterone and clomiphene; non-analytical: violation of period of ineligibility,21-month suspension - loss of results; additional 3 months of suspension - loss of results,2018-10-19,FALSE,FALSE,FALSE,non-analytical,TRUE
"hunter, adam",mixed martial arts,"tamoxifen; boldenone, methandienone, drostanolone, and clenbuterol",2-year suspension - loss of results - additional loss of results,2018-09-26,FALSE,FALSE,FALSE,analytical,TRUE
"bailey, ryan","bobsled and skeleton, track & field","1,3-dimethylbutylamine (dmba)",2-year suspension with 161 day credit - loss of results,2017-12-01,FALSE,TRUE,FALSE,analytical,FALSE
"thomas, tammy",cycling,norbolethone,lifetime ban - loss of results - sanction reduced,2017-02-13,FALSE,FALSE,FALSE,analytical,FALSE
"tovar, oscar",cycling,androgenic anabolic steroid,2-year suspension - loss of results - additional results disqualified,2016-10-04,FALSE,FALSE,FALSE,analytical,FALSE
"fischbach, dylan",paralympic basketball,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results - additional results disqualified,2016-04-11,FALSE,FALSE,TRUE,non-analytical,FALSE
"lea, robert",cycling,noroxycodone,6-month suspension - loss of results,2016-02-25,FALSE,FALSE,FALSE,analytical,FALSE
"trafeh, mohamed",track & field,"non-analytical: use and possession (epo), and evading sample collection",4-year suspension - loss of results,2015-08-25,FALSE,FALSE,FALSE,non-analytical,TRUE
"dotti, juan pablo",cycling,androgenic anabolic steroid & amphetamine,2-year suspension - loss of results;  2-year suspension restarted - loss of results,2013-06-05,FALSE,FALSE,FALSE,analytical,TRUE
"oliveira, flavia",cycling,oxilofrine,18-month suspension - loss of results,2010-12-10,FALSE,FALSE,FALSE,analytical,FALSE
"young, jerome",track & field,erythropoietin (epo) and non-analytical: use (epo & hgh),lifetime suspension - loss of results,2008-06-17,FALSE,FALSE,FALSE,non-analytical,TRUE
"allison, kyler",bobsled,non-analytical: refusal to submit to sample collection,4-year suspension; loss of results; sanction tolled due to retirement,2019-10-09,FALSE,TRUE,FALSE,non-analytical,FALSE
"allison, kyler",skeleton,non-analytical: refusal to submit to sample collection,4-year suspension; loss of results; sanction tolled due to retirement,2019-10-09,FALSE,TRUE,FALSE,non-analytical,FALSE
"blandford, jenna",cycling,"non-analytical: use and possession (testosterone, hgh and oxandrolone)",4-year suspension - loss of results,2017-11-28,FALSE,TRUE,FALSE,non-analytical,TRUE
"blandford, jenna",triathlon,"non-analytical: use and possession (testosterone, hgh and oxandrolone)",4-year suspension - loss of results,2017-11-28,FALSE,TRUE,FALSE,non-analytical,TRUE
"cruse, j.c.",bobsled,dimethylbutylamine (dmba),16-month suspension - loss of results,2017-07-20,FALSE,TRUE,FALSE,analytical,FALSE
"cruse, j.c.",skeleton,dimethylbutylamine (dmba),16-month suspension - loss of results,2017-07-20,FALSE,TRUE,FALSE,analytical,FALSE
"schrodt, patrick ""dillon""",bobsled,dimethylbutylamine (dmba),16-month suspension - loss of results,2017-04-06,FALSE,TRUE,FALSE,analytical,FALSE
"schrodt, patrick ""dillon""",skeleton,dimethylbutylamine (dmba),16-month suspension - loss of results,2017-04-06,FALSE,TRUE,FALSE,analytical,FALSE
"green, roderick",paralympic track & field,ostarine,9-month suspension - loss of results,2017-03-14,FALSE,TRUE,TRUE,analytical,FALSE
"green, roderick",paralympic volleyball,ostarine,9-month suspension - loss of results,2017-03-14,FALSE,TRUE,TRUE,analytical,FALSE
"denney phillips, jessica",cycling,non-analytical: use (iv),14 month suspension - loss of results,2016-08-24,FALSE,TRUE,FALSE,non-analytical,FALSE
"denney phillips, jessica",weightlifting,non-analytical: use (iv),14 month suspension - loss of results,2016-08-24,FALSE,TRUE,FALSE,non-analytical,FALSE
"ives, kevin",bobsled,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2014-07-08,FALSE,TRUE,FALSE,non-analytical,FALSE
"ives, kevin",skeleton,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2014-07-08,FALSE,TRUE,FALSE,non-analytical,FALSE
"teeple, sloan",cycling,androgenic anabolic steroid,18-month suspension - loss of results,2013-06-28,FALSE,TRUE,FALSE,analytical,FALSE
"teeple, sloan",triathlon,androgenic anabolic steroid,18-month suspension - loss of results,2013-06-28,FALSE,TRUE,FALSE,analytical,FALSE
"flanagan, tyler",skiing,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results; sanction tolled,2013-05-09,FALSE,TRUE,FALSE,non-analytical,FALSE
"flanagan, tyler",snowboarding,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results; sanction tolled,2013-05-09,FALSE,TRUE,FALSE,non-analytical,FALSE
"bascio, monica",paralympic nordic skiing,tuaminoheptane,3-month suspension - loss of results,2012-08-15,FALSE,TRUE,TRUE,analytical,FALSE
"bascio, monica",paralympic cycling,tuaminoheptane,3-month suspension - loss of results,2012-08-15,FALSE,TRUE,TRUE,analytical,FALSE
"madsen, angela",paralympic track & field,fentanyl,public warning - loss of results,2012-06-22,FALSE,TRUE,TRUE,analytical,FALSE
"madsen, angela",paralympic rowing,fentanyl,public warning - loss of results,2012-06-22,FALSE,TRUE,TRUE,analytical,FALSE
"dodson, amy",paralympic track & field,oxilofrine,6-month suspension - loss of results,2011-07-22,FALSE,TRUE,TRUE,analytical,FALSE
"dodson, amy",paralympic triathlon,oxilofrine,6-month suspension - loss of results,2011-07-22,FALSE,TRUE,TRUE,analytical,FALSE
"jones, randy",bobsled,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2010-04-26,FALSE,TRUE,FALSE,non-analytical,FALSE
"jones, randy",skeleton,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2010-04-26,FALSE,TRUE,FALSE,non-analytical,FALSE
"hamilton, tyler",cycling,blood transfusion,2-year suspension - loss of results,2006-02-11,FALSE,TRUE,FALSE,analytical,FALSE
"hamilton, tyler",triathlon,blood transfusion,2-year suspension - loss of results,2006-02-11,FALSE,TRUE,FALSE,analytical,FALSE
"bailey, ryan",bobsled,"1,3-dimethylbutylamine (dmba)",2-year suspension with 161 day credit - loss of results,2017-12-01,FALSE,TRUE,FALSE,analytical,FALSE
"bailey, ryan",skeleton,"1,3-dimethylbutylamine (dmba)",2-year suspension with 161 day credit - loss of results,2017-12-01,FALSE,TRUE,FALSE,analytical,FALSE
"bailey, ryan",track & field,"1,3-dimethylbutylamine (dmba)",2-year suspension with 161 day credit - loss of results,2017-12-01,FALSE,TRUE,FALSE,analytical,FALSE
"rodriguez, yair",mixed martial arts,3 whereabouts failures,6-month suspension,2020-12-03,FALSE,FALSE,FALSE,non-analytical,FALSE
